sentence_number,start,end,text,words,speaker
169,531.104,547.351,I would assume the majority of people who are very nostalgic about those old cars might not want to be traveling at 30 miles an hour on a bike anymore because they're a bit older and it doesn't feel the safest.,"[{'word': 'I', 'start': 531.104, 'end': 531.164, 'score': 0.997, 'speaker': 'SPEAKER_02'}, {'word': 'would', 'start': 531.224, 'end': 531.424, 'score': 0.87, 'speaker': 'SPEAKER_02'}, {'word': 'assume', 'start': 531.504, 'end': 532.125, 'score': 0.732, 'speaker': 'SPEAKER_02'}, {'word': 'the', 'start': 532.425, 'end': 532.545, 'score': 0.764, 'speaker': 'SPEAKER_02'}, {'word': 'majority', 'start': 532.585, 'end': 533.065, 'score': 0.855, 'speaker': 'SPEAKER_02'}, {'word': 'of', 'start': 533.105, 'end': 533.145, 'score': 0.998, 'speaker': 'SPEAKER_02'}, {'word': 'people', 'start': 533.205, 'end': 533.645, 'score': 0.697, 'speaker': 'SPEAKER_02'}, {'word': 'who', 'start': 534.526, 'end': 534.666, 'score': 0.908, 'speaker': 'SPEAKER_02'}, {'word': 'are', 'start': 534.746, 'end': 534.866, 'score': 0.73, 'speaker': 'SPEAKER_02'}, {'word': 'very', 'start': 534.966, 'end': 535.246, 'score': 0.747, 'speaker': 'SPEAKER_02'}, {'word': 'nostalgic', 'start': 535.306, 'end': 535.906, 'score': 0.868, 'speaker': 'SPEAKER_02'}, {'word': 'about', 'start': 535.966, 'end': 536.186, 'score': 0.814, 'speaker': 'SPEAKER_02'}, {'word': 'those', 'start': 536.246, 'end': 536.486, 'score': 0.804, 'speaker': 'SPEAKER_02'}, {'word': 'old', 'start': 536.687, 'end': 536.847, 'score': 0.826, 'speaker': 'SPEAKER_02'}, {'word': 'cars', 'start': 536.947, 'end': 537.347, 'score': 0.713, 'speaker': 'SPEAKER_02'}, {'word': 'might', 'start': 538.567, 'end': 538.827, 'score': 0.843, 'speaker': 'SPEAKER_02'}, {'word': 'not', 'start': 538.907, 'end': 539.068, 'score': 0.862, 'speaker': 'SPEAKER_02'}, {'word': 'want', 'start': 539.148, 'end': 539.348, 'score': 0.808, 'speaker': 'SPEAKER_02'}, {'word': 'to', 'start': 539.388, 'end': 539.448, 'score': 0.698, 'speaker': 'SPEAKER_02'}, {'word': 'be', 'start': 539.488, 'end': 539.628, 'score': 0.747, 'speaker': 'SPEAKER_02'}, {'word': 'traveling', 'start': 539.708, 'end': 540.128, 'score': 0.808, 'speaker': 'SPEAKER_02'}, {'word': 'at', 'start': 540.168, 'end': 540.228, 'score': 0.886, 'speaker': 'SPEAKER_02'}, {'word': '30'}, {'word': 'miles', 'start': 540.628, 'end': 540.848, 'score': 0.856, 'speaker': 'SPEAKER_02'}, {'word': 'an', 'start': 540.888, 'end': 540.948, 'score': 0.774, 'speaker': 'SPEAKER_02'}, {'word': 'hour', 'start': 540.988, 'end': 541.188, 'score': 0.811, 'speaker': 'SPEAKER_02'}, {'word': 'on', 'start': 541.269, 'end': 541.349, 'score': 0.876, 'speaker': 'SPEAKER_02'}, {'word': 'a', 'start': 541.389, 'end': 541.429, 'score': 0.465, 'speaker': 'SPEAKER_02'}, {'word': 'bike', 'start': 541.489, 'end': 541.749, 'score': 0.9, 'speaker': 'SPEAKER_02'}, {'word': 'anymore', 'start': 541.809, 'end': 542.229, 'score': 0.827, 'speaker': 'SPEAKER_02'}, {'word': 'because', 'start': 542.249, 'end': 543.109, 'score': 0.736, 'speaker': 'SPEAKER_02'}, {'word': ""they're"", 'start': 543.73, 'end': 544.01, 'score': 0.72, 'speaker': 'SPEAKER_02'}, {'word': 'a', 'start': 544.03, 'end': 544.05, 'score': 0.958, 'speaker': 'SPEAKER_02'}, {'word': 'bit', 'start': 544.11, 'end': 544.29, 'score': 0.791, 'speaker': 'SPEAKER_02'}, {'word': 'older', 'start': 544.39, 'end': 544.73, 'score': 0.729, 'speaker': 'SPEAKER_02'}, {'word': 'and', 'start': 545.911, 'end': 546.011, 'score': 0.892, 'speaker': 'SPEAKER_02'}, {'word': 'it', 'start': 546.051, 'end': 546.111, 'score': 0.732, 'speaker': 'SPEAKER_02'}, {'word': ""doesn't"", 'start': 546.171, 'end': 546.471, 'score': 0.849, 'speaker': 'SPEAKER_02'}, {'word': 'feel', 'start': 546.551, 'end': 546.811, 'score': 0.842, 'speaker': 'SPEAKER_02'}, {'word': 'the', 'start': 546.871, 'end': 546.971, 'score': 0.94, 'speaker': 'SPEAKER_02'}, {'word': 'safest.', 'start': 547.051, 'end': 547.351, 'score': 0.59, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
170,547.371,549.072,I'm not saying old people can't ride bikes.,"[{'word': ""I'm"", 'start': 547.371, 'end': 547.471, 'score': 0.206, 'speaker': 'SPEAKER_02'}, {'word': 'not', 'start': 547.511, 'end': 547.691, 'score': 0.39, 'speaker': 'SPEAKER_02'}, {'word': 'saying', 'start': 547.711, 'end': 547.831, 'score': 0.885, 'speaker': 'SPEAKER_02'}, {'word': 'old', 'start': 547.871, 'end': 547.971, 'score': 0.737, 'speaker': 'SPEAKER_02'}, {'word': 'people', 'start': 547.991, 'end': 548.172, 'score': 0.918, 'speaker': 'SPEAKER_02'}, {'word': ""can't"", 'start': 548.212, 'end': 548.352, 'score': 0.912, 'speaker': 'SPEAKER_02'}, {'word': 'ride', 'start': 548.392, 'end': 548.592, 'score': 0.689, 'speaker': 'SPEAKER_02'}, {'word': 'bikes.', 'start': 548.672, 'end': 549.072, 'score': 0.805, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
171,550.993,551.253,I see.,"[{'word': 'I', 'start': 550.993, 'end': 551.073, 'score': 0.847, 'speaker': 'SPEAKER_01'}, {'word': 'see.', 'start': 551.113, 'end': 551.253, 'score': 0.964, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
172,551.273,551.813,What are you saying?,"[{'word': 'What', 'start': 551.273, 'end': 551.373, 'score': 0.987, 'speaker': 'SPEAKER_01'}, {'word': 'are', 'start': 551.393, 'end': 551.473, 'score': 0.164, 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': 551.493, 'end': 551.633, 'score': 0.343, 'speaker': 'SPEAKER_01'}, {'word': 'saying?', 'start': 551.653, 'end': 551.813, 'score': 0.152, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
173,551.833,552.754,A lot of old people are riding bikes.,"[{'word': 'A', 'start': 551.833, 'end': 551.853, 'score': 0.023, 'speaker': 'SPEAKER_01'}, {'word': 'lot', 'start': 551.873, 'end': 551.993, 'score': 0.262, 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': 552.013, 'end': 552.073, 'score': 0.227, 'speaker': 'SPEAKER_01'}, {'word': 'old', 'start': 552.093, 'end': 552.213, 'score': 0.466, 'speaker': 'SPEAKER_01'}, {'word': 'people', 'start': 552.233, 'end': 552.393, 'score': 0.202, 'speaker': 'SPEAKER_01'}, {'word': 'are', 'start': 552.413, 'end': 552.473, 'score': 0.006, 'speaker': 'SPEAKER_01'}, {'word': 'riding', 'start': 552.493, 'end': 552.634, 'score': 0.127, 'speaker': 'SPEAKER_01'}, {'word': 'bikes.', 'start': 552.654, 'end': 552.754, 'score': 0.01, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
174,552.794,554.574,"I feel like spending $4,500 on a bike","[{'word': 'I', 'start': 552.794, 'end': 552.874, 'score': 0.587, 'speaker': 'SPEAKER_01'}, {'word': 'feel', 'start': 552.894, 'end': 552.974, 'score': 0.008, 'speaker': 'SPEAKER_01'}, {'word': 'like', 'start': 553.014, 'end': 553.274, 'score': 0.867, 'speaker': 'SPEAKER_02'}, {'word': 'spending', 'start': 553.874, 'end': 554.154, 'score': 0.978, 'speaker': 'SPEAKER_02'}, {'word': '$4,500'}, {'word': 'on', 'start': 554.254, 'end': 554.334, 'score': 0.748, 'speaker': 'SPEAKER_02'}, {'word': 'a', 'start': 554.374, 'end': 554.414, 'score': 0.015, 'speaker': 'SPEAKER_02'}, {'word': 'bike', 'start': 554.434, 'end': 554.574, 'score': 0.464, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
175,556.328,558.389,"Well, here's an e-bike.","[{'word': 'Well,', 'start': 556.328, 'end': 556.488, 'score': 0.794, 'speaker': 'SPEAKER_01'}, {'word': ""here's"", 'start': 556.508, 'end': 556.728, 'score': 0.737, 'speaker': 'SPEAKER_01'}, {'word': 'an', 'start': 557.609, 'end': 557.969, 'score': 0.662, 'speaker': 'SPEAKER_02'}, {'word': 'e-bike.', 'start': 558.109, 'end': 558.389, 'score': 0.918, 'speaker': 'SPEAKER_01'}]",SPEAKER_02
176,558.749,559.59,Here's a counterpoint.,"[{'word': ""Here's"", 'start': 558.749, 'end': 558.929, 'score': 0.824, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 558.949, 'end': 558.989, 'score': 0.498, 'speaker': 'SPEAKER_01'}, {'word': 'counterpoint.', 'start': 559.029, 'end': 559.59, 'score': 0.874, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
177,560.23,562.911,"Porsche's e-bike is $10,700.","[{'word': ""Porsche's"", 'start': 560.23, 'end': 560.75, 'score': 0.616, 'speaker': 'SPEAKER_01'}, {'word': 'e-bike', 'start': 560.87, 'end': 562.431, 'score': 0.878, 'speaker': 'SPEAKER_01'}, {'word': 'is', 'start': 562.611, 'end': 562.911, 'score': 0.539, 'speaker': 'SPEAKER_01'}, {'word': '$10,700.'}]",SPEAKER_01
178,563.011,566.553,"Damn, this is a good deal, then.","[{'word': 'Damn,', 'start': 563.011, 'end': 563.311, 'score': 0.622, 'speaker': 'SPEAKER_01'}, {'word': 'this', 'start': 563.331, 'end': 564.172, 'score': 0.419, 'speaker': 'SPEAKER_01'}, {'word': 'is', 'start': 565.772, 'end': 565.872, 'score': 0.671, 'speaker': 'SPEAKER_02'}, {'word': 'a', 'start': 565.912, 'end': 565.952, 'score': 0.499, 'speaker': 'SPEAKER_02'}, {'word': 'good', 'start': 565.972, 'end': 566.113, 'score': 0.94, 'speaker': 'SPEAKER_02'}, {'word': 'deal,', 'start': 566.153, 'end': 566.333, 'score': 0.838, 'speaker': 'SPEAKER_02'}, {'word': 'then.', 'start': 566.393, 'end': 566.553, 'score': 0.955, 'speaker': 'SPEAKER_02'}]",SPEAKER_01
179,566.993,574.817,"My take is that there are a bunch of white label e-bike brands that go to car manufacturers and say, want to make a ton of money?","[{'word': 'My', 'start': 566.993, 'end': 567.153, 'score': 0.907, 'speaker': 'SPEAKER_01'}, {'word': 'take', 'start': 567.193, 'end': 567.453, 'score': 0.884, 'speaker': 'SPEAKER_01'}, {'word': 'is', 'start': 567.553, 'end': 567.653, 'score': 0.82, 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': 567.693, 'end': 567.913, 'score': 0.822, 'speaker': 'SPEAKER_01'}, {'word': 'there', 'start': 567.933, 'end': 568.154, 'score': 0.55, 'speaker': 'SPEAKER_01'}, {'word': 'are', 'start': 568.194, 'end': 568.294, 'score': 0.65, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 568.314, 'end': 568.334, 'score': 0.936, 'speaker': 'SPEAKER_01'}, {'word': 'bunch', 'start': 568.394, 'end': 569.034, 'score': 0.789, 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': 569.054, 'end': 569.094, 'score': 0.0, 'speaker': 'SPEAKER_01'}, {'word': 'white', 'start': 569.234, 'end': 569.474, 'score': 0.878, 'speaker': 'SPEAKER_01'}, {'word': 'label', 'start': 569.514, 'end': 569.854, 'score': 0.835, 'speaker': 'SPEAKER_01'}, {'word': 'e-bike', 'start': 569.994, 'end': 570.294, 'score': 0.96, 'speaker': 'SPEAKER_01'}, {'word': 'brands', 'start': 570.375, 'end': 570.775, 'score': 0.814, 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': 570.855, 'end': 570.995, 'score': 0.924, 'speaker': 'SPEAKER_01'}, {'word': 'go', 'start': 571.075, 'end': 571.315, 'score': 0.804, 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': 571.435, 'end': 571.755, 'score': 0.724, 'speaker': 'SPEAKER_01'}, {'word': 'car', 'start': 571.915, 'end': 572.115, 'score': 0.796, 'speaker': 'SPEAKER_01'}, {'word': 'manufacturers', 'start': 572.135, 'end': 573.036, 'score': 0.786, 'speaker': 'SPEAKER_01'}, {'word': 'and', 'start': 573.116, 'end': 573.216, 'score': 0.843, 'speaker': 'SPEAKER_01'}, {'word': 'say,', 'start': 573.296, 'end': 573.536, 'score': 0.886, 'speaker': 'SPEAKER_01'}, {'word': 'want', 'start': 573.556, 'end': 573.856, 'score': 0.429, 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': 573.876, 'end': 573.936, 'score': 0.004, 'speaker': 'SPEAKER_01'}, {'word': 'make', 'start': 573.956, 'end': 574.076, 'score': 0.784, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 574.096, 'end': 574.136, 'score': 0.507, 'speaker': 'SPEAKER_01'}, {'word': 'ton', 'start': 574.216, 'end': 574.436, 'score': 0.6, 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': 574.456, 'end': 574.516, 'score': 0.74, 'speaker': 'SPEAKER_01'}, {'word': 'money?', 'start': 574.536, 'end': 574.817, 'score': 0.827, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
180,576.057,577.718,And then they just put the name on it.,"[{'word': 'And', 'start': 576.057, 'end': 576.157, 'score': 0.777, 'speaker': 'SPEAKER_01'}, {'word': 'then', 'start': 576.197, 'end': 576.377, 'score': 0.898, 'speaker': 'SPEAKER_01'}, {'word': 'they', 'start': 576.417, 'end': 576.697, 'score': 0.594, 'speaker': 'SPEAKER_01'}, {'word': 'just', 'start': 576.777, 'end': 576.958, 'score': 0.862, 'speaker': 'SPEAKER_01'}, {'word': 'put', 'start': 576.998, 'end': 577.138, 'score': 0.823, 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': 577.158, 'end': 577.258, 'score': 0.783, 'speaker': 'SPEAKER_01'}, {'word': 'name', 'start': 577.298, 'end': 577.438, 'score': 0.875, 'speaker': 'SPEAKER_01'}, {'word': 'on', 'start': 577.558, 'end': 577.638, 'score': 0.906, 'speaker': 'SPEAKER_01'}, {'word': 'it.', 'start': 577.678, 'end': 577.718, 'score': 0.95, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
181,578.246,579.426,and then they don't make a ton of money.,"[{'word': 'and', 'start': 578.246, 'end': 578.306, 'score': 0.736, 'speaker': 'SPEAKER_02'}, {'word': 'then', 'start': 578.326, 'end': 578.446, 'score': 0.854, 'speaker': 'SPEAKER_02'}, {'word': 'they', 'start': 578.466, 'end': 578.606, 'score': 0.903, 'speaker': 'SPEAKER_02'}, {'word': ""don't"", 'start': 578.686, 'end': 578.886, 'score': 0.787, 'speaker': 'SPEAKER_02'}, {'word': 'make', 'start': 578.926, 'end': 579.066, 'score': 0.907, 'speaker': 'SPEAKER_02'}, {'word': 'a', 'start': 579.126, 'end': 579.146, 'score': 0.888, 'speaker': 'SPEAKER_02'}, {'word': 'ton', 'start': 579.166, 'end': 579.226, 'score': 0.009, 'speaker': 'SPEAKER_02'}, {'word': 'of', 'start': 579.246, 'end': 579.286, 'score': 0.2, 'speaker': 'SPEAKER_02'}, {'word': 'money.', 'start': 579.306, 'end': 579.426, 'score': 0.12, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
182,579.446,581.087,"And then they don't, because nobody buys it.","[{'word': 'And', 'start': 579.446, 'end': 579.527, 'score': 0.83, 'speaker': 'SPEAKER_01'}, {'word': 'then', 'start': 579.547, 'end': 579.627, 'score': 0.582, 'speaker': 'SPEAKER_01'}, {'word': 'they', 'start': 579.667, 'end': 579.807, 'score': 0.811, 'speaker': 'SPEAKER_01'}, {'word': ""don't,"", 'start': 579.847, 'end': 580.067, 'score': 0.567, 'speaker': 'SPEAKER_01'}, {'word': 'because', 'start': 580.087, 'end': 580.307, 'score': 0.477, 'speaker': 'SPEAKER_01'}, {'word': 'nobody', 'start': 580.347, 'end': 580.627, 'score': 0.878, 'speaker': 'SPEAKER_01'}, {'word': 'buys', 'start': 580.687, 'end': 580.947, 'score': 0.915, 'speaker': 'SPEAKER_01'}, {'word': 'it.', 'start': 581.027, 'end': 581.087, 'score': 0.916, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
183,581.167,583.548,I've literally never seen anyone with one of these.,"[{'word': ""I've"", 'start': 581.167, 'end': 581.307, 'score': 0.67, 'speaker': 'SPEAKER_01'}, {'word': 'literally', 'start': 581.667, 'end': 582.228, 'score': 0.651, 'speaker': 'SPEAKER_01'}, {'word': 'never', 'start': 582.288, 'end': 582.488, 'score': 0.856, 'speaker': 'SPEAKER_01'}, {'word': 'seen', 'start': 582.568, 'end': 582.748, 'score': 0.894, 'speaker': 'SPEAKER_01'}, {'word': 'anyone', 'start': 582.788, 'end': 583.008, 'score': 0.858, 'speaker': 'SPEAKER_01'}, {'word': 'with', 'start': 583.048, 'end': 583.148, 'score': 0.878, 'speaker': 'SPEAKER_01'}, {'word': 'one', 'start': 583.188, 'end': 583.268, 'score': 0.944, 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': 583.308, 'end': 583.348, 'score': 0.993, 'speaker': 'SPEAKER_01'}, {'word': 'these.', 'start': 583.368, 'end': 583.548, 'score': 0.696, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
184,584.468,585.429,I doubt you ever will.,"[{'word': 'I', 'start': 584.468, 'end': 584.708, 'score': 0.337, 'speaker': 'SPEAKER_01'}, {'word': 'doubt', 'start': 584.728, 'end': 584.888, 'score': 0.822, 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': 584.908, 'end': 585.049, 'score': 0.754, 'speaker': 'SPEAKER_01'}, {'word': 'ever', 'start': 585.069, 'end': 585.229, 'score': 0.749, 'speaker': 'SPEAKER_01'}, {'word': 'will.', 'start': 585.269, 'end': 585.429, 'score': 0.477, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
185,586.069,592.071,"I mean, apparently there's the, gosh, Polestar bikes, too, right?","[{'word': 'I', 'start': 586.069, 'end': 586.109, 'score': 0.548, 'speaker': 'SPEAKER_01'}, {'word': 'mean,', 'start': 586.149, 'end': 586.269, 'score': 0.846, 'speaker': 'SPEAKER_01'}, {'word': 'apparently', 'start': 586.409, 'end': 586.809, 'score': 0.845, 'speaker': 'SPEAKER_01'}, {'word': ""there's"", 'start': 586.829, 'end': 587.509, 'score': 0.829, 'speaker': 'SPEAKER_01'}, {'word': 'the,', 'start': 587.63, 'end': 587.87, 'score': 0.544, 'speaker': 'SPEAKER_01'}, {'word': 'gosh,', 'start': 589.81, 'end': 590.15, 'score': 0.829, 'speaker': 'SPEAKER_01'}, {'word': 'Polestar', 'start': 590.25, 'end': 590.891, 'score': 0.736, 'speaker': 'SPEAKER_01'}, {'word': 'bikes,', 'start': 591.191, 'end': 591.491, 'score': 0.855, 'speaker': 'SPEAKER_01'}, {'word': 'too,', 'start': 591.551, 'end': 591.751, 'score': 0.897, 'speaker': 'SPEAKER_01'}, {'word': 'right?', 'start': 591.811, 'end': 592.071, 'score': 0.4, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
186,592.091,594.552,There's a Bugatti scooter out there somewhere in the wild.,"[{'word': ""There's"", 'start': 592.091, 'end': 592.551, 'score': 0.16, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 592.591, 'end': 592.611, 'score': 0.958, 'speaker': 'SPEAKER_01'}, {'word': 'Bugatti', 'start': 592.651, 'end': 593.072, 'score': 0.718, 'speaker': 'SPEAKER_01'}, {'word': 'scooter', 'start': 593.092, 'end': 593.452, 'score': 0.868, 'speaker': 'SPEAKER_01'}, {'word': 'out', 'start': 593.512, 'end': 593.612, 'score': 0.847, 'speaker': 'SPEAKER_01'}, {'word': 'there', 'start': 593.632, 'end': 593.852, 'score': 0.682, 'speaker': 'SPEAKER_01'}, {'word': 'somewhere', 'start': 593.892, 'end': 594.152, 'score': 0.717, 'speaker': 'SPEAKER_01'}, {'word': 'in', 'start': 594.172, 'end': 594.212, 'score': 0.852, 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': 594.232, 'end': 594.312, 'score': 0.728, 'speaker': 'SPEAKER_01'}, {'word': 'wild.', 'start': 594.332, 'end': 594.552, 'score': 0.224, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
187,594.572,596.593,The Bugatti scooter is Shepskus.,"[{'word': 'The', 'start': 594.572, 'end': 594.632, 'score': 0.008, 'speaker': 'SPEAKER_02'}, {'word': 'Bugatti', 'start': 594.652, 'end': 594.952, 'score': 0.387, 'speaker': 'SPEAKER_02'}, {'word': 'scooter', 'start': 594.972, 'end': 595.412, 'score': 0.74, 'speaker': 'SPEAKER_02'}, {'word': 'is', 'start': 595.512, 'end': 595.652, 'score': 0.66, 'speaker': 'SPEAKER_02'}, {'word': 'Shepskus.', 'start': 596.033, 'end': 596.593, 'score': 0.856, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
188,596.913,597.973,"Oh, so that's a good idea.","[{'word': 'Oh,', 'start': 596.913, 'end': 597.013, 'score': 0.173, 'speaker': 'SPEAKER_01'}, {'word': 'so', 'start': 597.053, 'end': 597.173, 'score': 0.931, 'speaker': 'SPEAKER_01'}, {'word': ""that's"", 'start': 597.213, 'end': 597.433, 'score': 0.804, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 597.473, 'end': 597.493, 'score': 0.991, 'speaker': 'SPEAKER_01'}, {'word': 'good', 'start': 597.533, 'end': 597.673, 'score': 0.949, 'speaker': 'SPEAKER_01'}, {'word': 'idea.', 'start': 597.713, 'end': 597.973, 'score': 0.804, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
189,598.253,600.874,"No, it is terrible, and I love it so much.","[{'word': 'No,', 'start': 598.253, 'end': 598.454, 'score': 0.845, 'speaker': 'SPEAKER_02'}, {'word': 'it', 'start': 598.574, 'end': 598.614, 'score': 0.993, 'speaker': 'SPEAKER_02'}, {'word': 'is', 'start': 598.694, 'end': 598.794, 'score': 0.666, 'speaker': 'SPEAKER_02'}, {'word': 'terrible,', 'start': 598.974, 'end': 599.674, 'score': 0.834, 'speaker': 'SPEAKER_02'}, {'word': 'and', 'start': 599.814, 'end': 599.914, 'score': 0.635, 'speaker': 'SPEAKER_02'}, {'word': 'I', 'start': 599.994, 'end': 600.094, 'score': 0.806, 'speaker': 'SPEAKER_02'}, {'word': 'love', 'start': 600.154, 'end': 600.354, 'score': 0.931, 'speaker': 'SPEAKER_02'}, {'word': 'it', 'start': 600.434, 'end': 600.514, 'score': 0.899, 'speaker': 'SPEAKER_02'}, {'word': 'so', 'start': 600.554, 'end': 600.714, 'score': 0.822, 'speaker': 'SPEAKER_02'}, {'word': 'much.', 'start': 600.754, 'end': 600.874, 'score': 0.137, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
190,600.934,603.815,"I'm going to say bad idea, because I don't think they're going to sell any.","[{'word': ""I'm"", 'start': 600.934, 'end': 601.074, 'score': 0.698, 'speaker': 'SPEAKER_01'}, {'word': 'going', 'start': 601.134, 'end': 601.315, 'score': 0.874, 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': 601.355, 'end': 601.415, 'score': 0.826, 'speaker': 'SPEAKER_01'}, {'word': 'say', 'start': 601.475, 'end': 601.635, 'score': 0.883, 'speaker': 'SPEAKER_01'}, {'word': 'bad', 'start': 601.735, 'end': 601.995, 'score': 0.869, 'speaker': 'SPEAKER_01'}, {'word': 'idea,', 'start': 602.095, 'end': 602.395, 'score': 0.986, 'speaker': 'SPEAKER_01'}, {'word': 'because', 'start': 602.415, 'end': 602.595, 'score': 0.845, 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': 602.615, 'end': 602.655, 'score': 0.504, 'speaker': 'SPEAKER_01'}, {'word': ""don't"", 'start': 602.695, 'end': 602.815, 'score': 0.923, 'speaker': 'SPEAKER_01'}, {'word': 'think', 'start': 602.835, 'end': 602.935, 'score': 1.0, 'speaker': 'SPEAKER_01'}, {'word': ""they're"", 'start': 602.955, 'end': 603.115, 'score': 0.84, 'speaker': 'SPEAKER_01'}, {'word': 'going', 'start': 603.135, 'end': 603.235, 'score': 0.398, 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': 603.255, 'end': 603.315, 'score': 0.764, 'speaker': 'SPEAKER_01'}, {'word': 'sell', 'start': 603.355, 'end': 603.595, 'score': 0.878, 'speaker': 'SPEAKER_01'}, {'word': 'any.', 'start': 603.655, 'end': 603.815, 'score': 0.88, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
191,604.076,604.376,Okay.,"[{'word': 'Okay.', 'start': 604.076, 'end': 604.376, 'score': 0.679, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
192,604.696,604.836,Yeah.,"[{'word': 'Yeah.', 'start': 604.696, 'end': 604.836, 'score': 0.283}]",
